id,user_id,post_content,tag,timestamp
33,user_3388,Sometimes I feel like it would be easier if I just wasn't here. I just can't shake this feeling.,Suicidal,2024-10-07 14:10:26
34,user_3148,I'm feeling so low today. Nothing seems to matter anymore.,Depression,2025-05-17 02:15:37
35,user_3783,I'm constantly worried about everything. Really feeling this today.,Anxiety,2024-08-25 16:58:03
36,user_1719,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2025-04-10 06:08:33
37,user_7576,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2025-01-24 01:05:51
38,user_2930,Sometimes I feel like it would be easier if I just wasn't here. I just can't shake this feeling.,Suicidal,2024-11-02 21:46:16
39,user_1433,"No matter what I do, I can't find a reason to keep going.",Suicidal,2025-05-16 22:47:41
40,user_1064,"My mind won't stop racing, even when I try to relax. Really feeling this today.",Anxiety,2025-04-24 08:52:55
41,user_3638,Every day feels like a struggle to get out of bed. Really feeling this today.,Depression,2024-08-15 22:06:04
42,user_2607,I'm lost and I don't see any way out of this darkness. I just can't shake this feeling.,Suicidal,2024-10-08 16:29:12
43,user_8109,I'm lost and I don't see any way out of this darkness. I just can't shake this feeling.,Suicidal,2024-08-19 01:23:20
44,user_8349,I've been thinking that ending it all might be the only escape. I just can't shake this feeling.,Suicidal,2024-09-10 17:48:13
45,user_2950,The uncertainty of tomorrow makes me incredibly anxious.,Anxiety,2025-06-12 16:29:18
46,user_2547,Every day feels like a struggle to get out of bed. I just can't shake this feeling.,Depression,2024-12-27 03:34:45
47,user_8299,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2024-09-11 17:40:58
48,user_6260,Every day feels like a struggle to get out of bed. Really feeling this today.,Depression,2025-07-04 05:02:34
49,user_5883,I don't see a future for me anymore. I just can't shake this feeling.,Depression,2025-03-20 23:42:04
50,user_4171,"I feel so anxious all the time, like something bad is coming. Really feeling this today.",Anxiety,2024-10-13 15:11:03
51,user_4735,I don't see a future for me anymore. I just can't shake this feeling.,Depression,2025-06-15 07:40:23
52,user_6194,I feel overwhelmed with sadness and despair.,Depression,2024-09-23 14:10:13
53,user_9894,I'm lost and I don't see any way out of this darkness. Really feeling this today.,Suicidal,2025-04-04 23:55:12
54,user_7065,The uncertainty of tomorrow makes me incredibly anxious.,Anxiety,2025-03-05 12:06:51
55,user_9153,I can't control the panic attacks I've been having lately. Really feeling this today.,Anxiety,2025-06-13 18:25:54
56,user_7383,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2025-02-14 09:04:37
57,user_1898,The uncertainty of tomorrow makes me incredibly anxious.,Anxiety,2025-01-14 08:30:56
58,user_1301,I feel overwhelmed with sadness and despair.,Depression,2024-11-20 14:24:24
59,user_7143,"The pain is unbearable, and I'm tired of fighting.",Suicidal,2024-10-31 16:20:15
60,user_3235,I've been thinking that ending it all might be the only escape. I just can't shake this feeling.,Suicidal,2025-04-08 04:18:12
61,user_2873,I'm constantly worried about everything. I just can't shake this feeling.,Anxiety,2025-06-06 09:30:45
62,user_1455,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2025-07-15 18:59:51
63,user_6344,I'm lost and I don't see any way out of this darkness. Really feeling this today.,Suicidal,2025-03-26 00:11:41
64,user_1108,I've been thinking that ending it all might be the only escape. Really feeling this today.,Suicidal,2025-01-10 13:49:54
65,user_4740,The uncertainty of tomorrow makes me incredibly anxious. Really feeling this today.,Anxiety,2025-04-18 14:03:20
66,user_1980,Every day feels like a struggle to get out of bed.,Depression,2025-02-10 14:05:30
67,user_9178,I can't shake off this constant feeling of emptiness. I just can't shake this feeling.,Depression,2025-03-09 20:06:37
68,user_1186,"My mind won't stop racing, even when I try to relax. I just can't shake this feeling.",Anxiety,2024-12-08 22:59:36
69,user_5176,Sometimes I feel like it would be easier if I just wasn't here. I just can't shake this feeling.,Suicidal,2024-08-09 13:05:57
70,user_1980,I'm lost and I don't see any way out of this darkness. Really feeling this today.,Suicidal,2025-05-08 20:17:01
71,user_8320,"The pain is unbearable, and I'm tired of fighting. I just can't shake this feeling.",Suicidal,2025-06-30 14:58:03
72,user_7227,I don't see a future for me anymore. I just can't shake this feeling.,Depression,2025-01-19 23:55:25
73,user_4578,The uncertainty of tomorrow makes me incredibly anxious. I just can't shake this feeling.,Anxiety,2025-05-10 20:21:07
74,user_9622,Every day feels like a struggle to get out of bed. Really feeling this today.,Depression,2025-07-26 18:45:01
75,user_7265,I'm constantly worried about everything. Really feeling this today.,Anxiety,2024-10-26 11:06:53
76,user_6985,I can't shake off this constant feeling of emptiness.,Depression,2025-03-01 12:16:01
77,user_4548,Sometimes I feel like it would be easier if I just wasn't here. I just can't shake this feeling.,Suicidal,2025-07-20 05:06:41
78,user_1208,I can't control the panic attacks I've been having lately.,Anxiety,2024-10-01 08:31:12
79,user_8910,I'm feeling so low today. Nothing seems to matter anymore.,Depression,2025-03-25 01:23:10
80,user_4571,I don't see a future for me anymore.,Depression,2025-06-04 01:55:11
81,user_7634,I've been thinking that ending it all might be the only escape. Really feeling this today.,Suicidal,2025-06-15 02:42:01
82,user_2869,I don't see a future for me anymore. Really feeling this today.,Depression,2025-04-19 03:22:09
83,user_2309,I can't shake off this constant feeling of emptiness. I just can't shake this feeling.,Depression,2024-10-28 21:34:35
84,user_7470,"My mind won't stop racing, even when I try to relax. I just can't shake this feeling.",Anxiety,2025-02-04 20:00:31
85,user_8203,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2025-01-12 22:56:07
86,user_5838,I feel overwhelmed with sadness and despair. I just can't shake this feeling.,Depression,2025-05-24 20:46:37
87,user_8003,I can't control the panic attacks I've been having lately. Really feeling this today.,Anxiety,2024-09-17 04:16:23
88,user_5915,I'm feeling so low today. Nothing seems to matter anymore. Really feeling this today.,Depression,2024-10-29 12:40:42
89,user_9503,"My mind won't stop racing, even when I try to relax. I just can't shake this feeling.",Anxiety,2025-02-08 04:32:09
90,user_3308,"My mind won't stop racing, even when I try to relax. I just can't shake this feeling.",Anxiety,2025-05-23 04:10:19
91,user_2213,"My mind won't stop racing, even when I try to relax.",Anxiety,2024-08-07 14:52:40
92,user_1716,"My mind won't stop racing, even when I try to relax. I just can't shake this feeling.",Anxiety,2025-01-11 08:26:18
93,user_3190,I've been thinking that ending it all might be the only escape. Really feeling this today.,Suicidal,2025-01-09 13:12:58
94,user_9422,I can't shake off this constant feeling of emptiness.,Depression,2025-06-15 10:03:18
95,user_1925,I don't see a future for me anymore.,Depression,2025-06-17 13:47:59
96,user_4223,I'm constantly worried about everything.,Anxiety,2024-10-31 17:24:55
97,user_2963,I can't shake off this constant feeling of emptiness.,Depression,2025-06-13 18:46:33
98,user_9998,I'm constantly worried about everything. Really feeling this today.,Anxiety,2024-12-02 12:29:35
99,user_7525,I'm constantly worried about everything.,Anxiety,2024-12-07 07:30:21
100,user_4993,"My mind won't stop racing, even when I try to relax.",Anxiety,2025-06-12 23:33:27
101,user_1002,"I feel so anxious all the time, like something bad is coming. I just can't shake this feeling.",Anxiety,2025-01-09 11:22:28
102,user_1262,I don't see a future for me anymore. I just can't shake this feeling.,Depression,2025-06-03 21:35:57
103,user_7029,I can't shake off this constant feeling of emptiness. I just can't shake this feeling.,Depression,2025-01-25 19:52:07
104,user_8988,"No matter what I do, I can't find a reason to keep going.",Suicidal,2025-07-14 21:35:10
105,user_3131,I feel overwhelmed with sadness and despair.,Depression,2025-01-24 22:55:24
106,user_2128,I'm lost and I don't see any way out of this darkness. Really feeling this today.,Suicidal,2025-01-29 08:55:38
107,user_5242,"I feel so anxious all the time, like something bad is coming.",Anxiety,2025-01-31 09:58:44
108,user_7751,I'm constantly worried about everything.,Anxiety,2025-05-02 11:07:55
109,user_1478,"My mind won't stop racing, even when I try to relax.",Anxiety,2025-01-30 10:59:02
110,user_3288,I can't shake off this constant feeling of emptiness. I just can't shake this feeling.,Depression,2025-03-15 02:41:58
111,user_8698,"No matter what I do, I can't find a reason to keep going. I just can't shake this feeling.",Suicidal,2024-12-22 16:25:07
112,user_1071,I'm feeling so low today. Nothing seems to matter anymore. I just can't shake this feeling.,Depression,2025-03-25 22:53:38
113,user_1792,I'm feeling so low today. Nothing seems to matter anymore.,Depression,2025-03-29 15:00:43
114,user_1263,I've been thinking that ending it all might be the only escape. Really feeling this today.,Suicidal,2025-05-26 21:34:42
115,user_6995,Sometimes I feel like it would be easier if I just wasn't here.,Suicidal,2024-08-16 09:38:23
116,user_5387,Every day feels like a struggle to get out of bed. I just can't shake this feeling.,Depression,2024-09-23 20:57:59
117,user_4985,I've been thinking that ending it all might be the only escape. I just can't shake this feeling.,Suicidal,2025-05-07 01:01:18
118,user_3278,I've been thinking that ending it all might be the only escape. I just can't shake this feeling.,Suicidal,2024-10-06 03:36:07
119,user_1114,I'm feeling so low today. Nothing seems to matter anymore. Really feeling this today.,Depression,2024-12-08 15:02:33
120,user_9796,"I feel so anxious all the time, like something bad is coming.",Anxiety,2024-10-24 19:32:36
121,user_2749,"I feel so anxious all the time, like something bad is coming.",Anxiety,2024-11-07 08:38:14
122,user_5946,Every day feels like a struggle to get out of bed.,Depression,2024-10-11 16:04:45
123,user_7606,I've been thinking that ending it all might be the only escape. Really feeling this today.,Suicidal,2024-11-16 23:05:14
124,user_1538,I don't see a future for me anymore. Really feeling this today.,Depression,2025-04-21 00:16:24
125,user_3293,I can't control the panic attacks I've been having lately. Really feeling this today.,Anxiety,2025-04-28 17:45:19
126,user_5508,"My mind won't stop racing, even when I try to relax.",Anxiety,2025-04-16 07:40:35
127,user_3079,I've been thinking that ending it all might be the only escape.,Suicidal,2024-11-03 22:20:45
128,user_3895,"The pain is unbearable, and I'm tired of fighting. Really feeling this today.",Suicidal,2025-06-10 10:58:35
129,user_1748,I don't see a future for me anymore.,Depression,2024-10-14 03:49:58
130,user_7187,"My mind won't stop racing, even when I try to relax.",Anxiety,2024-08-19 06:28:40
131,user_3431,"No matter what I do, I can't find a reason to keep going. Really feeling this today.",Suicidal,2024-10-24 05:23:54
132,user_6557,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2024-08-06 05:17:39
133,user_3741,I can't shake off this constant feeling of emptiness.,Depression,2024-11-15 06:51:05
134,user_7457,I don't see a future for me anymore.,Depression,2024-10-15 07:54:54
135,user_3472,Every day feels like a struggle to get out of bed. I just can't shake this feeling.,Depression,2025-04-02 00:58:02
136,user_1917,"The pain is unbearable, and I'm tired of fighting. I just can't shake this feeling.",Suicidal,2025-03-31 07:54:39
137,user_7521,I'm constantly worried about everything.,Anxiety,2025-01-24 15:56:44
138,user_5204,"My mind won't stop racing, even when I try to relax. I just can't shake this feeling.",Anxiety,2024-08-20 04:56:22
139,user_3122,I'm constantly worried about everything. Really feeling this today.,Anxiety,2024-12-19 07:05:53
140,user_3332,"The pain is unbearable, and I'm tired of fighting. I just can't shake this feeling.",Suicidal,2025-01-30 07:40:06
141,user_6246,Sometimes I feel like it would be easier if I just wasn't here. I just can't shake this feeling.,Suicidal,2024-08-30 21:43:49
142,user_3485,I feel overwhelmed with sadness and despair.,Depression,2025-02-20 00:11:35
143,user_3862,Every day feels like a struggle to get out of bed. Really feeling this today.,Depression,2024-11-26 22:35:33
144,user_1592,I feel overwhelmed with sadness and despair. Really feeling this today.,Depression,2024-11-15 09:35:12
145,user_7599,I feel overwhelmed with sadness and despair. I just can't shake this feeling.,Depression,2024-10-15 10:03:55
146,user_3556,"No matter what I do, I can't find a reason to keep going. I just can't shake this feeling.",Suicidal,2024-10-06 01:09:41
147,user_5813,I can't shake off this constant feeling of emptiness. Really feeling this today.,Depression,2024-11-14 03:45:56
148,user_7485,I can't control the panic attacks I've been having lately.,Anxiety,2025-01-07 03:33:06
149,user_3177,"My mind won't stop racing, even when I try to relax. I just can't shake this feeling.",Anxiety,2024-09-02 06:05:04
150,user_8074,I'm feeling so low today. Nothing seems to matter anymore.,Depression,2024-11-08 04:32:17
151,user_9313,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2024-08-25 07:05:10
152,user_1207,I don't see a future for me anymore. Really feeling this today.,Depression,2025-04-11 07:46:40
153,user_9324,I'm lost and I don't see any way out of this darkness. Really feeling this today.,Suicidal,2024-10-02 05:10:00
154,user_9112,I feel overwhelmed with sadness and despair. Really feeling this today.,Depression,2025-01-24 17:07:45
155,user_3031,I can't control the panic attacks I've been having lately.,Anxiety,2025-04-16 06:09:49
156,user_3991,"I feel so anxious all the time, like something bad is coming.",Anxiety,2025-01-05 13:29:36
157,user_9856,I'm lost and I don't see any way out of this darkness. I just can't shake this feeling.,Suicidal,2025-02-05 21:47:12
158,user_2863,I don't see a future for me anymore. Really feeling this today.,Depression,2024-11-23 00:23:43
159,user_6666,I can't shake off this constant feeling of emptiness. I just can't shake this feeling.,Depression,2025-03-01 17:50:48
160,user_8008,I can't control the panic attacks I've been having lately.,Anxiety,2025-06-01 18:28:32
161,user_5468,I don't see a future for me anymore.,Depression,2024-10-06 21:16:06
162,user_9518,"I feel so anxious all the time, like something bad is coming.",Anxiety,2025-01-01 18:56:01
163,user_2036,Every day feels like a struggle to get out of bed. I just can't shake this feeling.,Depression,2024-11-11 06:15:55
164,user_4871,"My mind won't stop racing, even when I try to relax.",Anxiety,2025-05-10 07:11:55
165,user_2341,The uncertainty of tomorrow makes me incredibly anxious. I just can't shake this feeling.,Anxiety,2025-07-11 02:46:18
166,user_1854,I feel overwhelmed with sadness and despair.,Depression,2024-09-05 23:45:19
167,user_9694,I'm feeling so low today. Nothing seems to matter anymore.,Depression,2024-08-18 22:57:48
168,user_2604,"No matter what I do, I can't find a reason to keep going.",Suicidal,2024-11-24 00:18:03
169,user_4042,I'm constantly worried about everything. Really feeling this today.,Anxiety,2024-08-01 18:56:50
170,user_9476,"No matter what I do, I can't find a reason to keep going. I just can't shake this feeling.",Suicidal,2025-05-15 05:59:41
171,user_3631,I've been thinking that ending it all might be the only escape. I just can't shake this feeling.,Suicidal,2025-03-24 09:26:45
172,user_3610,"I feel so anxious all the time, like something bad is coming. I just can't shake this feeling.",Anxiety,2024-11-04 07:08:26
173,user_4402,I'm feeling so low today. Nothing seems to matter anymore. I just can't shake this feeling.,Depression,2025-04-19 06:05:27
174,user_6247,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2024-11-11 22:37:18
175,user_4317,I can't shake off this constant feeling of emptiness.,Depression,2025-05-19 17:43:53
176,user_3589,"No matter what I do, I can't find a reason to keep going.",Suicidal,2025-06-03 13:53:02
177,user_6065,"My mind won't stop racing, even when I try to relax.",Anxiety,2024-09-02 12:46:18
178,user_8754,I don't see a future for me anymore.,Depression,2024-10-16 15:23:49
179,user_9966,"No matter what I do, I can't find a reason to keep going.",Suicidal,2024-08-12 13:01:15
180,user_6707,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2024-09-20 09:48:59
181,user_2847,I'm feeling so low today. Nothing seems to matter anymore. I just can't shake this feeling.,Depression,2025-02-13 06:26:54
182,user_2614,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2024-09-04 17:36:59
183,user_5020,Every day feels like a struggle to get out of bed. I just can't shake this feeling.,Depression,2025-02-05 17:16:57
184,user_5310,I'm lost and I don't see any way out of this darkness. Really feeling this today.,Suicidal,2024-12-09 18:19:08
185,user_4493,I'm constantly worried about everything. Really feeling this today.,Anxiety,2025-03-23 03:06:24
186,user_7352,I've been thinking that ending it all might be the only escape.,Suicidal,2024-10-26 02:46:15
187,user_5659,I can't shake off this constant feeling of emptiness.,Depression,2024-08-08 05:55:52
188,user_1332,I can't control the panic attacks I've been having lately. Really feeling this today.,Anxiety,2024-12-17 15:51:06
189,user_5085,"My mind won't stop racing, even when I try to relax. Really feeling this today.",Anxiety,2025-01-05 09:39:40
190,user_4649,I can't control the panic attacks I've been having lately.,Anxiety,2025-05-23 06:51:47
191,user_2474,I feel overwhelmed with sadness and despair. I just can't shake this feeling.,Depression,2024-09-10 08:30:09
192,user_2239,I'm feeling so low today. Nothing seems to matter anymore.,Depression,2024-08-09 23:52:54
193,user_1036,The uncertainty of tomorrow makes me incredibly anxious.,Anxiety,2024-09-27 07:46:31
194,user_3147,I don't see a future for me anymore. Really feeling this today.,Depression,2024-10-21 18:45:43
195,user_3038,I'm constantly worried about everything. Really feeling this today.,Anxiety,2025-05-29 00:26:32
196,user_6205,The uncertainty of tomorrow makes me incredibly anxious. Really feeling this today.,Anxiety,2025-04-22 11:24:54
197,user_2080,I don't see a future for me anymore. I just can't shake this feeling.,Depression,2025-04-28 04:37:27
198,user_2672,I've been thinking that ending it all might be the only escape. I just can't shake this feeling.,Suicidal,2024-11-10 19:22:06
199,user_3283,"I feel so anxious all the time, like something bad is coming. I just can't shake this feeling.",Anxiety,2025-03-03 02:51:13
200,user_2210,I've been thinking that ending it all might be the only escape. Really feeling this today.,Suicidal,2025-01-01 23:17:58
201,user_1959,Every day feels like a struggle to get out of bed. I just can't shake this feeling.,Depression,2024-09-14 20:18:49
202,user_2923,"My mind won't stop racing, even when I try to relax.",Anxiety,2025-03-25 11:08:59
203,user_5630,The uncertainty of tomorrow makes me incredibly anxious.,Anxiety,2025-04-10 05:42:21
204,user_5874,I've been thinking that ending it all might be the only escape. I just can't shake this feeling.,Suicidal,2024-08-21 14:14:43
205,user_2041,I feel overwhelmed with sadness and despair. Really feeling this today.,Depression,2025-01-12 05:31:43
206,user_2726,The uncertainty of tomorrow makes me incredibly anxious. I just can't shake this feeling.,Anxiety,2024-10-24 14:32:42
207,user_2393,I can't shake off this constant feeling of emptiness. I just can't shake this feeling.,Depression,2024-11-26 21:26:28
208,user_9211,I can't control the panic attacks I've been having lately. Really feeling this today.,Anxiety,2024-10-10 05:55:38
209,user_3652,I don't see a future for me anymore. Really feeling this today.,Depression,2025-04-13 09:36:53
210,user_9979,I feel overwhelmed with sadness and despair. I just can't shake this feeling.,Depression,2025-06-13 11:35:38
211,user_8078,I've been thinking that ending it all might be the only escape. Really feeling this today.,Suicidal,2024-09-02 10:40:57
212,user_2952,"The pain is unbearable, and I'm tired of fighting.",Suicidal,2025-01-18 04:18:31
213,user_6482,"I feel so anxious all the time, like something bad is coming. I just can't shake this feeling.",Anxiety,2025-04-04 07:50:38
214,user_6981,Sometimes I feel like it would be easier if I just wasn't here. I just can't shake this feeling.,Suicidal,2024-09-24 14:56:11
215,user_3737,I've been thinking that ending it all might be the only escape. I just can't shake this feeling.,Suicidal,2025-06-23 00:10:31
216,user_5183,"My mind won't stop racing, even when I try to relax. I just can't shake this feeling.",Anxiety,2024-12-26 06:28:29
217,user_5472,I can't control the panic attacks I've been having lately.,Anxiety,2024-11-15 10:37:14
218,user_5660,I'm feeling so low today. Nothing seems to matter anymore. I just can't shake this feeling.,Depression,2024-07-30 08:52:28
219,user_8359,I'm lost and I don't see any way out of this darkness. Really feeling this today.,Suicidal,2024-11-19 07:13:45
220,user_1581,I've been thinking that ending it all might be the only escape. Really feeling this today.,Suicidal,2024-09-27 00:01:46
221,user_7856,I can't shake off this constant feeling of emptiness. I just can't shake this feeling.,Depression,2024-10-31 05:26:36
222,user_8419,I'm feeling so low today. Nothing seems to matter anymore.,Depression,2024-08-18 22:49:21
223,user_7019,I'm lost and I don't see any way out of this darkness. Really feeling this today.,Suicidal,2025-04-22 11:26:34
224,user_4955,I'm lost and I don't see any way out of this darkness. I just can't shake this feeling.,Suicidal,2025-03-28 07:45:21
225,user_3013,I can't control the panic attacks I've been having lately. I just can't shake this feeling.,Anxiety,2025-07-16 21:46:13
226,user_1591,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2024-10-19 10:32:08
227,user_4800,I don't see a future for me anymore. Really feeling this today.,Depression,2024-11-16 18:14:58
228,user_6628,I've been thinking that ending it all might be the only escape. Really feeling this today.,Suicidal,2025-02-01 10:08:58
229,user_9178,I can't control the panic attacks I've been having lately.,Anxiety,2025-01-09 03:40:31
230,user_3324,I'm constantly worried about everything. I just can't shake this feeling.,Anxiety,2025-06-26 15:25:16
231,user_2903,Sometimes I feel like it would be easier if I just wasn't here.,Suicidal,2024-11-28 06:51:26
232,user_9596,The uncertainty of tomorrow makes me incredibly anxious. Really feeling this today.,Anxiety,2024-09-03 21:59:52
233,user_1097,"The pain is unbearable, and I'm tired of fighting. Really feeling this today.",Suicidal,2024-12-01 06:56:34
234,user_4558,I can't control the panic attacks I've been having lately.,Anxiety,2025-04-29 17:21:03
235,user_7148,I don't see a future for me anymore. Really feeling this today.,Depression,2025-07-11 09:12:09
236,user_9791,I've been thinking that ending it all might be the only escape. I just can't shake this feeling.,Suicidal,2025-06-16 09:26:28
237,user_9447,I've been thinking that ending it all might be the only escape. I just can't shake this feeling.,Suicidal,2024-11-14 04:37:13
238,user_9882,The uncertainty of tomorrow makes me incredibly anxious.,Anxiety,2024-08-11 00:10:33
239,user_1036,The uncertainty of tomorrow makes me incredibly anxious. I just can't shake this feeling.,Anxiety,2024-10-25 03:17:27
240,user_8774,Every day feels like a struggle to get out of bed. I just can't shake this feeling.,Depression,2024-09-20 03:16:08
241,user_6019,Every day feels like a struggle to get out of bed. Really feeling this today.,Depression,2024-12-09 18:30:26
242,user_3408,I'm lost and I don't see any way out of this darkness. I just can't shake this feeling.,Suicidal,2025-06-22 08:02:08
243,user_5938,"My mind won't stop racing, even when I try to relax. Really feeling this today.",Anxiety,2024-11-14 04:43:53
244,user_9373,I can't control the panic attacks I've been having lately. Really feeling this today.,Anxiety,2025-02-26 22:55:56
245,user_2643,I'm lost and I don't see any way out of this darkness.,Suicidal,2025-06-22 15:49:48
246,user_8503,"No matter what I do, I can't find a reason to keep going.",Suicidal,2025-03-22 15:35:21
247,user_4751,I've been thinking that ending it all might be the only escape. I just can't shake this feeling.,Suicidal,2024-12-22 05:18:11
248,user_3104,I feel overwhelmed with sadness and despair.,Depression,2024-12-06 09:54:56
249,user_8128,I've been thinking that ending it all might be the only escape. I just can't shake this feeling.,Suicidal,2025-06-17 22:28:35
250,user_2016,"I feel so anxious all the time, like something bad is coming.",Anxiety,2025-02-25 04:59:32
251,user_8739,Sometimes I feel like it would be easier if I just wasn't here. Really feeling this today.,Suicidal,2024-12-31 10:58:12
252,user_9945,"I feel so anxious all the time, like something bad is coming. I just can't shake this feeling.",Anxiety,2024-12-31 13:35:41
253,user_3991,Sometimes I feel like it would be easier if I just wasn't here.,Suicidal,2025-03-17 03:16:57
254,user_3380,I feel overwhelmed with sadness and despair. I just can't shake this feeling.,Depression,2025-06-06 15:20:15
255,user_3649,I can't shake off this constant feeling of emptiness. I just can't shake this feeling.,Depression,2025-04-06 11:20:17
256,user_2117,I've been thinking that ending it all might be the only escape. Really feeling this today.,Suicidal,2024-09-11 22:52:04
257,user_7135,I can't control the panic attacks I've been having lately. I just can't shake this feeling.,Anxiety,2024-12-13 05:35:19
258,user_9427,"The pain is unbearable, and I'm tired of fighting. I just can't shake this feeling.",Suicidal,2025-03-05 05:43:54
259,user_6001,I feel overwhelmed with sadness and despair.,Depression,2025-01-19 03:10:30
260,user_6775,I'm feeling so low today. Nothing seems to matter anymore. I just can't shake this feeling.,Depression,2024-12-09 19:37:56
261,user_9992,"The pain is unbearable, and I'm tired of fighting.",Suicidal,2025-07-17 15:42:30
262,user_6660,"My mind won't stop racing, even when I try to relax. Really feeling this today.",Anxiety,2025-02-19 22:10:09
263,user_1700,I can't shake off this constant feeling of emptiness. Really feeling this today.,Depression,2024-12-20 18:27:18
264,user_7939,I don't see a future for me anymore. Really feeling this today.,Depression,2024-12-20 15:03:14
265,user_9223,The uncertainty of tomorrow makes me incredibly anxious.,Anxiety,2024-10-16 12:23:43
266,user_5092,I can't shake off this constant feeling of emptiness. Really feeling this today.,Depression,2024-12-09 13:32:18
267,user_8922,"I feel so anxious all the time, like something bad is coming.",Anxiety,2025-01-13 04:01:58
268,user_7158,I'm feeling so low today. Nothing seems to matter anymore. Really feeling this today.,Depression,2025-04-30 11:16:12
269,user_3523,Sometimes I feel like it would be easier if I just wasn't here.,Suicidal,2024-10-05 04:36:57
270,user_9507,I've been thinking that ending it all might be the only escape. Really feeling this today.,Suicidal,2024-11-20 21:10:52
271,user_2315,I feel overwhelmed with sadness and despair. I just can't shake this feeling.,Depression,2024-10-07 22:22:32
